source_key,title,authors,publication_year,isbn,publisher,genres,decision,reason,language,subtitle,author_count,duplicate_like_count,review_group
/books/OL62359808M,Flinx nella terra di mezzo,Alan Dean Foster,1995,,Editrice Nord,Fiction | Science-fiction,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,FOREIGN_AUTHORS
/books/OL62359805M,For Love of Mother-Not,Alan Dean Foster,1984,,Editrice Nord,Fiction | Science-fiction,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer.",IT,,,,FIRST_PASS
/books/OL62359748M,Incontri pericolosi,Alan Dean Foster,2003,,Editrice Nord,Fiction | Science-fiction,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,FOREIGN_AUTHORS
/books/OL62359815M,Krull,Alan Dean Foster,1984,,Urania,Fantasy | Science-fiction,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,FOREIGN_AUTHORS
/books/OL62359803M,La fine della vicenda,Alan Dean Foster,1982,,Editrice Nord,Fiction,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,FOREIGN_AUTHORS
/books/OL62359797M,Stella orfana,Alan Dean Foster,1979,,Editrice Nord,Fiction | Science-fiction,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,FOREIGN_AUTHORS
/books/OL62359759M,Terra di Mezzo,Alan Dean Foster,1977,,Editrice Nord,Fiction,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,FOREIGN_AUTHORS
/books/OL13430429M,Le Muse a Los Angeles,Alberto Arbasino,2000,9788845915116,Adelphi,Arts,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,,,,IT_FINAL_BATCH_01
/books/OL20000805M,Orologi da polso,Alberto Uglietti,2007,9788871795492,F. Motta,Histoire,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,,,,IT_FINAL_BATCH_01
/books/OL12648442M,La réception des ecrits italiens en France a la renaissance,Alfredo Perifano,1981,9782900478233,Ctre Rech. Renaissance,Histoire,REPLACE,"Notice à remplacer: édition étrangère, classement linguistique inadéquat ou qualité bibliographique insuffisante pour le socle IT.",IT,,,,FIRST_PASS
/books/OL4423974M,The discourses.,Alissa Ardito | Henry Neville | Niccolò Machiavelli | Nathan Tarcov | Harvey C. Mansfield | Ninian Hill Thomson,1970,9780140400144,Penguin Books,Histoire | Philosophie | Politique | Sciences sociales,REPLACE,"Notice à remplacer: édition étrangère, classement linguistique inadéquat ou qualité bibliographique insuffisante pour le socle IT.",IT,,,,FIRST_PASS
/books/OL20203259M,Il cromosoma Calcutta,Amitav Ghosh,,9788806156107,Einaudi,Fiction,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,FOREIGN_AUTHORS
/books/OL23942462M,Mare di Papaveri,Amitav Ghosh,2009,9788854502208,Neri Pozza,Fiction | Histoire,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,FOREIGN_AUTHORS
/books/OL23638966M,beata riva,Angelo Conti,1900,,Fratelli Treves,Arts | Philosophie,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,trattoto del'oblio,,,IT_FINAL_BATCH_01
/books/OL25448728M,Ghiacco,Anna Kavan,2008,9788834713785,Fanucci,Fiction | Science-fiction,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer.",IT,,,,IT_FINAL_BATCH_01
/books/OL12980279M,Valentino Aroma,Anne Gerlinger,2007,9783836501873,Taschen,,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer.",IT,45 Years Of Style At The Museum Of Ara Pacis July 6th October 28th 2007,,,SECOND_PASS
/books/OL39813735M,Gli anni,Annie Ernaux,2015,9788898038169,L'orma,Biographie | Histoire,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,FOREIGN_AUTHORS
/books/OL32132773M,Il posto,Annie Ernaux,2014,9788898038152,L'orma,Fiction,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,FOREIGN_AUTHORS
/books/OL47519662M,La vergogna,Annie Ernaux,2018,9788899793593,L'orma,Biographie,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,FOREIGN_AUTHORS
/books/OL13430352M,Il Piccolo Principe,Antoine de Saint-Exupéry,2002,9788845230455,Distribooks Inc,Fantasy | Fiction | Philosophie | Théâtre,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,FOREIGN_AUTHORS
/books/OL47938633M,Pilota di guerra,Antoine de Saint-Exupéry,1944,,Casa editrice Partenia,Biographie,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,FOREIGN_AUTHORS
/books/OL38212484M,Volo di notte,Antoine de Saint-Exupéry,1991,9788804347002,Mondadori,Biographie | Fiction,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,FOREIGN_AUTHORS
/books/OL14021472M,Manuale di storia dell'arte,Anton Heinrich Springer,1916,,Istituto italiano d'arti grafiche,Arts | Histoire,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,,,,FIRST_PASS
/books/OL19153146M,Antoni Tàpies.,Antoni Tàpies,1998,9788881184217,Skira,Arts | Philosophie,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,IT_FINAL_BATCH_01
/books/OL25400923M,"La disciplina pe' grandi teatri, ossia, i precetti regolamentarii pel servizio interno de' medesimi",Antonio Larussa,1850,,G. Nobile,,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,pensamenti spontanei ed originali,,,IT_FINAL_BATCH_01
/books/OL22939038M,Il dio delle piccole cose,Arundhati Roy,1997,9788877469588,Ugo Guanda editore,Fiction | Romance,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,IT_FINAL_BATCH_01
/books/OL19439289M,"Bartholomæi Anglici De rervm proprietatibus. Frankfurt, 1601.",Bartholomaeus Anglicus,1964,,Minerva,Histoire | Sciences,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer.",IT,,,,IT_FINAL_BATCH_01
/books/OL6504811M,...Politics and morals,Benedetto Croce,1946,,G. Allen & Unwin ltd.,Politique,REPLACE,"Notice à remplacer: édition étrangère, classement linguistique inadéquat ou qualité bibliographique insuffisante pour le socle IT.",IT,,,,FIRST_PASS
/books/OL16522151M,Autorità e individuo.,Bertrand Russell,1971,,Longanesi,Philosophie | Politique,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,FOREIGN_AUTHORS
/books/OL15457632M,L' ABC della relatività.,Bertrand Russell,1976,,Longanesi,Sciences,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,FOREIGN_AUTHORS
/books/OL16197094M,L' analisi della materia.,Bertrand Russell,1964,,Longanesi,Philosophie,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,FOREIGN_AUTHORS
/books/OL25401282M,Le arti figurative nell'arte di Gabriele d'Annunzio,Bianca Tamassia Mazzarotto,1949,,Fratelli Bocca,Arts,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,,,,IT_FINAL_BATCH_01
/books/OL13434626M,I Colori del Divino,Biblioteca Riccardiana,2001,9788883042881,Polistampa,,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,,,,FIRST_PASS
/books/OL21708275M,Nei limiti del compasso,Brunella Casalini,2002,9788884830890,Mimesis,Histoire | Philosophie | Politique,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,Locke e le origini della cultura politica e costituzionale americana,,,IT_FINAL_BATCH_01
/books/OL32792686M,Bruno Ceccobelli,Bruno Ceccobelli,1987,9788878131262,De Luca,Arts,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,,,,IT_FINAL_BATCH_01
/books/OL35147425M,Continente Perduto,C. J. Cutcliffe Hyne,2021,9781034647256,"Blurb, Incorporated",Fiction,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer.",IT,"The Lost Continent, Italian Edition",,,IT_FINAL_BATCH_01
/books/OL22092844M,Machiavelli e le sue opere,Carlo Gioda,1874,,G. Barbèra,Biographie | Histoire | Politique,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,,,,IT_FINAL_BATCH_01
/books/OL20651956M,Affari di famiglia,Catherine Gaskin,1993,9788817114370,Rizzoli,Fiction,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,IT_FINAL_BATCH_01
/books/OL22348590M,"Told in confidence, and other stories",Cesare Pavese,1971,9780720603903,Owen,Fiction,REPLACE,"Notice à remplacer: édition étrangère, classement linguistique inadéquat ou qualité bibliographique insuffisante pour le socle IT.",IT,,,,FIRST_PASS
/books/OL13429674M,Argenti da Tavola e Posate,Christina Venutia,2007,9788842213321,Umberto Allemandi,,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,,,,IT_FINAL_BATCH_01
/books/OL4991727M,"Domenico Bollani, Bishop of Brescia",Christopher Cairns,1976,9789060043462,De Graaf,Biographie,REPLACE,"Notice à remplacer: édition étrangère, classement linguistique inadéquat ou qualité bibliographique insuffisante pour le socle IT.",IT,devotion to church and state in the republic of Venice in the sixteenth century,,,FIRST_PASS
/books/OL15539218M,Giacomo Leopardi e il pensiero scientifico,"Convegno ""Leopardi e il pensiero scientifico"" (1998 Rome, Italy)",2001,9788886095624,Fahrenheit 451,,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,,,,FIRST_PASS
/books/OL878284M,Storia delle conquiste umane,Daniel J. Boorstin,1985,,Edizione CDE,Biographie | Histoire | Sciences,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,"esplorazioni, invenzioni, scoperte",,,IT_FINAL_BATCH_01
/books/OL6922066M,Canzoni d'amore e madrigali,Dante Alighieri,1899,,Pei tipi di S. Landi,,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,,,,IT_FINAL_BATCH_01
/books/OL23386072M,"Commedia di Dante Allighieri, preceduta dalla vita e da studi preparatori illustrativi, esposta e commentata da Antonio Lubin.",Dante Alighieri,1881,,L. Penada,,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,,,,IT_FINAL_BATCH_01
/books/OL16523471M,Commento di Francesco da Buti sopra la Divina comedia di Dante Allighieri,Dante Alighieri,1858,,Fratelli Nistri,,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,,,,IT_FINAL_BATCH_01
/books/OL20509646M,"Dante, di giorno in giorno",Dante Alighieri,1898,,Seeber,,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,,,,IT_FINAL_BATCH_01
/books/OL20620881M,"Dante, Petrarch, Camoens: CXXIV Sonnets",Dante Alighieri,1896,,J. Lane; Copeland & Day,,REPLACE,"Notice à remplacer: édition étrangère, classement linguistique inadéquat ou qualité bibliographique insuffisante pour le socle IT.",IT,,,,IT_FINAL_BATCH_01
/books/OL52726296M,Epistola,Dante Alighieri,1865,,A. Squilloni,,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer.",IT,,,,IT_FINAL_BATCH_01
/books/OL20577274M,La divina commedia di Dante Allighieri,Dante Alighieri,1857,,Paroni,,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,,,,IT_FINAL_BATCH_01
/books/OL20507117M,"La divina commedia: ridotta a miglior lezione, coll' aiuto di vari testi a penna",Dante Alighieri,1860,,Giunti Demetra,,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,,,,IT_FINAL_BATCH_02
/books/OL20483648M,Le Paradis du Dante,Dante Alighieri,1860,,M. Lévy frères,,REPLACE,"Notice à remplacer: édition étrangère, classement linguistique inadéquat ou qualité bibliographique insuffisante pour le socle IT.",IT,,,,FIRST_PASS
/books/OL20622060M,Pamphlets,Dante Alighieri,1880,,[various publishing companies],,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer.",IT,,,,IT_FINAL_BATCH_02
/books/OL1010134M,The complete lyric poems of Dante Alighieri,Dante Alighieri,1997,9780773486942,Edwin Mellen Press,Religion,REPLACE,"Notice à remplacer: édition étrangère, classement linguistique inadéquat ou qualité bibliographique insuffisante pour le socle IT.",IT,,,,FIRST_PASS
/books/OL22448562M,Manuale minimo dell'attore,Dario Fo,1997,9788806147754,Einaudi,,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,,,,IT_FINAL_BATCH_02
/books/OL13110221M,"Separate Republic, A",David Malkiel,1991,9789652237651,Magnes P.,Histoire | Politique,REPLACE,"Notice à remplacer: édition étrangère, classement linguistique inadéquat ou qualité bibliographique insuffisante pour le socle IT.",IT,Mechanics and Dynamics of Venetian Jewish Self Government 1607-1624,,,SECOND_PASS
/books/OL37941434M,David Tremlett,David Tremlett,2011,9788862080835,Damiani,,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,,,,IT_FINAL_BATCH_02
/books/OL32354389M,Lo zoo umano,Desmond Morris,2005,9788804537762,Mondadori,Sciences | Sciences sociales,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,IT_FINAL_BATCH_02
/books/OL1915930M,Antonio Dias,"Dias, Antonio",1989,9783980202329,Das Museum,Arts | Histoire,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer.",IT,"Malerei : [Ausstellung] 12. März-16. April 1989, Städtisches Museum Mülheim in der Alten Post",,,IT_FINAL_BATCH_02
/books/OL22509514M,arti di Bisanzio,Ennio Concina,2002,9788842497721,B. Mondadori,,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,secoli 6.-15,,,IT_FINAL_BATCH_02
/books/OL13429814M,L Arsenale Della Repubblica DI Venezia,Ennio Concina,1984,9788843524402,Edizioni Electa,Histoire,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,Tecniche E Istituzioni Dal Medioevo All'ETA Moderna,,,IT_FINAL_BATCH_02
/books/OL1771801M,La città degli ebrei,Ennio Concina,1991,9788831754897,Albrizzi editore,Histoire,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,"il ghetto di Venezia, architettura e urbanistica",,,IT_FINAL_BATCH_02
/books/OL2267321M,Venezia nell'età moderna,Ennio Concina,1989,9788831751568,Marsilio editore,Histoire,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,struttura e funzioni,,,IT_FINAL_BATCH_02
/books/OL19465043M,Ballat di ogni donna,Erica Jong,,9788845246746,Tascabili Bompiani,Romance,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer.",IT,,,,IT_FINAL_BATCH_02
/books/OL18749950M,Vegetio De larte militare,Flavius Vegetius Renatus | Friedhelm R. Müller,1524,,Per Bernardino di Vitale ...,Poésie,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,nela commvne lingva novamente tradotto.,,,IT_FINAL_BATCH_02
/books/OL16786040M,"""Tabulae Irnitanae""",Francesca Lamberti,1993,9788824310239,E. Jovene,Histoire,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,"municipalità e ""ius Romanorum""",,,IT_FINAL_BATCH_02
/books/OL23447227M,Pitture di vasi fittili,Francesco Inghirami,1835,,"Poligrafia fiesolana , dai torchi dell'autore",,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,,,,IT_FINAL_BATCH_02
/books/OL14034500M,"Pitture di vasi fittili, esibite dal cav. F. Inghirami per servire di studio alla mitologia ed all storia degli antichi popoli.",Francesco Inghirami,1835,,Poligrafia Fiesolana,,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer.",IT,,,,IT_FINAL_BATCH_02
/books/OL14034502M,"Pitture di vasi fittili, esibite dal cav. F. Inghirami per servire di studio alla mitologia ed alla storia degli antichi popoli.",Francesco Inghirami,1835,,Poligrafia Fiesolana,,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer.",IT,,,,IT_FINAL_BATCH_02
/books/OL14032542M,Opuscoli politici,Francesco Orioli,1851,,Boniardi-Pogliani,Politique,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,,,,IT_FINAL_BATCH_02
/books/OL24875306M,I Sette salmi penitenziali,Francesco Saverio Quadrio | Dante Alighieri,1753,,Per Giovanni Gottardi,Poésie,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer.",IT,,,,IT_FINAL_BATCH_02
/books/OL18147032M,Victor Horta,Franco Borsi,1970,,"Marc Vokaer, Éditeur",,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer.",IT,,,,IT_FINAL_BATCH_02
/books/OL20140192M,Il negoziatore.,Frederick Forsyth,1989,9788804347606,Mondadori,,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,IT_FINAL_BATCH_02
/books/OL27138573M,I fratelli Karamazov,Fyodor Dostoyevsky,1994,9788804376316,Mondadori,Fiction | Histoire | Politique,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,IT_FINAL_BATCH_02
/books/OL19736211M,Notizia di un sequestro,Gabriel García Márquez,1998,9788804454229,,,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,IT_FINAL_BATCH_02
/books/OL61941664M,C. Julii Caesaris Commentarii de bello gallico,Gaius Julius Caesar,1879,,"Longmans, Green & co.",Histoire,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer.",IT,Designed as a first Latin reading-book in schools,,,IT_FINAL_BATCH_02
/books/OL23305785M,I dialoghi di Galileo Galilei sui massimi sistemi tolemaico e copernicano,Galileo Galilei,1874,,Coi tipi di F. Vigo,Philosophie,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.,IT,volume unico.,,,IT_FINAL_BATCH_02
/books/OL35719243M,1984,George Orwell,2013,9788804627821,Mondadori,Fantasy | Fiction | Politique | Science-fiction | Théâtre,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.,IT,,,,FOREIGN_AUTHORS
